REGION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FLOODS,ANNUAL_RAINFALL
region_3932,873.74,1056.83,571.61,574.39,164.08,48.49,19.65,28.36,213.72,257.24,775.76,862.61,YES,5446.48
region_3933,1132.58,941.1,699.92,409.91,204.5,20.08,46.39,28.8,401.73,208.18,673.46,616.79,YES,5383.44
region_3934,1146.89,984.32,698.65,344.4,237.26,61.49,27.1,18.68,355.16,589.57,552.81,659.41,YES,5675.74
region_3935,1139.0,1071.57,676.24,544.22,88.04,43.9,30.17,13.31,244.07,279.54,705.06,520.69,YES,5355.810000000001
region_3936,822.85,878.65,588.84,557.65,79.29,40.2,55.44,20.51,286.12,365.99,739.67,819.06,NO,5254.27
region_3937,942.78,752.92,586.21,555.19,194.75,62.37,27.55,14.2,157.02,367.31,775.81,629.8,NO,5065.91
region_3938,816.75,900.88,734.55,395.54,198.45,28.57,20.9,3.53,454.21,677.83,565.58,708.58,NO,5505.370000000001
region_3939,811.78,808.64,553.4,545.87,186.05,39.98,48.23,29.96,369.72,538.06,796.18,728.42,NO,5456.29
region_3940,886.52,1093.45,479.37,381.5,205.35,46.45,26.92,18.68,297.57,533.66,381.35,719.38,YES,5070.2
region_3941,688.92,998.45,700.22,417.76,152.3,22.65,13.62,11.64,169.43,220.22,453.96,631.96,NO,4481.13
region_3942,905.46,867.36,619.24,380.87,77.0,45.45,17.45,8.16,188.79,326.42,521.38,545.25,NO,4502.83
region_3943,838.12,918.11,728.81,385.81,116.59,73.46,45.77,33.11,317.92,481.42,241.34,710.49,NO,4890.95
region_3944,976.88,1138.65,716.61,550.64,170.42,25.74,54.22,12.81,206.25,284.98,306.21,716.92,YES,5160.33
region_3945,1124.17,817.01,677.16,428.34,104.18,40.8,15.26,34.8,125.14,322.17,632.12,533.41,YES,4854.56
region_3946,716.17,863.67,518.23,364.24,182.69,21.75,40.99,4.7,176.54,553.99,282.06,795.14,NO,4520.169999999999
region_3947,1187.35,904.13,643.36,319.45,236.57,48.58,10.98,31.55,343.96,172.35,293.21,616.49,YES,4807.98
region_3948,1165.75,729.57,665.64,380.3,145.73,29.54,48.49,8.61,306.54,180.15,435.13,538.63,YES,4634.08
region_3949,1086.55,839.49,687.24,551.39,136.25,43.27,32.57,34.52,180.31,588.07,627.22,591.49,YES,5398.37
region_3950,874.67,1033.72,549.31,413.59,122.69,73.1,48.9,10.78,439.64,185.02,504.15,661.87,NO,4917.44
region_3951,860.1,1014.06,664.86,532.17,89.77,79.49,46.53,2.04,488.97,357.34,498.48,542.62,NO,5176.429999999999
region_3952,1186.14,1035.89,564.01,536.59,146.33,42.41,48.06,23.27,165.81,389.41,617.24,730.25,YES,5485.41
region_3953,887.24,1168.57,475.83,528.39,185.28,69.66,31.44,5.65,494.6,417.04,239.89,880.68,YES,5384.27
region_3954,698.55,835.89,475.3,444.55,239.55,29.49,45.65,10.01,272.37,589.25,314.84,647.92,NO,4603.37
region_3955,744.86,1050.02,626.49,498.63,116.8,28.12,9.28,12.45,277.15,583.3,536.54,659.02,NO,5142.66
region_3956,912.65,941.83,494.17,512.93,77.61,56.18,28.85,26.38,297.86,196.8,456.78,688.97,NO,4691.01
region_3957,644.38,1170.88,543.7,485.18,107.68,64.29,22.16,25.17,199.27,694.49,745.23,693.03,YES,5395.46
region_3958,867.41,783.05,715.53,336.78,217.99,24.37,29.25,26.52,247.08,193.44,708.82,525.5,NO,4675.739999999999
region_3959,970.61,1157.59,724.86,543.93,121.54,76.67,45.92,8.52,443.1,676.93,676.02,706.14,YES,6151.830000000001
region_3960,813.09,850.17,580.59,377.53,175.9,79.7,17.99,13.71,370.2,332.76,250.14,696.76,NO,4558.539999999999
region_3961,916.87,831.21,610.45,483.13,116.03,72.78,9.78,13.6,446.41,343.0,418.54,526.99,NO,4788.79
region_3962,1065.25,755.82,536.37,532.43,207.25,79.59,14.73,2.88,409.11,646.51,608.27,713.09,NO,5571.300000000001
region_3963,1094.85,999.64,709.83,336.92,108.53,30.69,17.56,15.89,122.92,203.4,528.39,637.95,YES,4806.57
region_3964,929.52,1127.57,483.47,359.09,152.65,79.87,24.94,30.5,249.81,153.48,295.57,559.28,YES,4445.750000000001
region_3965,704.25,850.14,675.65,440.28,162.05,60.72,59.07,26.25,254.43,522.77,640.1,930.22,NO,5325.93
region_3966,889.36,1069.75,612.38,502.39,185.1,35.78,28.07,5.71,291.58,171.04,409.88,720.58,YES,4921.62
region_3967,803.37,866.47,692.42,462.17,173.92,59.51,40.02,14.11,193.65,636.68,433.41,927.8,NO,5303.530000000001
region_3968,904.77,1184.96,482.01,420.26,189.49,65.24,12.44,12.31,343.46,557.03,416.56,848.58,YES,5437.11
region_3969,995.13,851.29,581.07,379.27,93.34,41.24,1.86,13.13,210.24,403.64,645.63,973.9,YES,5189.74
region_3970,608.54,1053.54,579.69,503.28,156.65,67.13,31.76,30.62,208.12,180.44,500.8,663.89,NO,4584.460000000001
region_3971,1167.34,906.93,730.65,589.91,145.61,20.83,40.43,32.02,373.9,244.84,687.76,984.53,YES,5924.75
region_3972,1078.6,839.25,470.89,338.55,82.72,32.89,49.72,14.58,492.08,629.95,303.98,627.92,YES,4961.129999999999
region_3973,919.17,812.21,493.51,523.29,177.52,48.4,12.13,20.52,325.73,333.1,363.99,647.05,NO,4676.620000000001
region_3974,1158.34,1178.94,620.76,382.47,183.85,64.96,14.4,30.91,259.85,138.79,231.16,583.73,YES,4848.16
region_3975,730.75,1151.63,580.32,433.85,222.84,70.88,50.17,10.35,168.23,444.14,685.61,664.48,YES,5213.25
region_3976,866.95,910.64,561.77,329.51,170.05,25.36,48.27,19.57,249.54,146.58,585.33,817.73,NO,4731.3
region_3977,725.32,1008.1,704.74,557.11,177.11,47.93,8.29,0.24,174.38,377.26,467.08,834.95,YES,5082.509999999999
region_3978,979.65,1176.05,516.25,366.54,189.9,53.05,53.77,23.6,323.44,340.99,231.97,906.74,YES,5161.95
region_3979,878.06,830.59,603.87,428.57,164.86,60.15,40.82,32.64,304.7,272.32,638.56,658.62,NO,4913.76
region_3980,1176.28,886.13,707.02,439.87,100.2,62.49,20.35,34.74,187.23,446.58,646.93,706.61,YES,5414.4299999999985
region_3981,1064.8,741.89,591.29,456.56,105.32,24.69,17.08,2.42,307.05,514.36,495.04,749.43,NO,5069.930000000001
region_3982,635.75,1067.73,560.05,546.73,197.87,29.22,17.71,34.5,269.06,175.55,386.58,859.26,YES,4780.009999999999
region_3983,892.1,924.04,740.0,441.99,217.98,56.14,53.67,26.07,346.31,257.14,795.68,791.98,YES,5543.1
region_3984,758.99,958.02,469.01,476.85,73.88,49.29,38.11,30.21,259.05,297.48,609.33,919.67,YES,4939.89
region_3985,1065.96,972.39,540.04,544.87,99.98,32.89,53.22,6.43,391.74,434.48,527.73,951.55,YES,5621.28
region_3986,1168.81,883.81,531.41,424.23,222.89,60.43,18.52,13.38,445.96,618.44,671.58,657.36,YES,5716.819999999999
region_3987,700.37,828.75,659.7,382.58,191.68,56.13,38.57,20.75,245.75,582.8,388.6,641.6,NO,4737.28
region_3988,681.27,978.89,537.82,510.59,102.36,61.25,32.21,5.92,142.4,583.38,273.97,705.8,NO,4615.860000000001
region_3989,603.28,750.7,500.06,542.79,98.65,59.14,31.59,4.72,407.2,285.02,295.86,689.45,NO,4268.46
region_3990,1025.66,858.33,618.93,407.8,205.65,59.64,22.17,20.4,222.61,154.69,716.85,883.09,YES,5195.820000000001
region_3991,794.69,1112.29,465.64,479.98,189.85,49.19,58.92,3.24,201.74,288.77,397.26,575.56,NO,4617.129999999999
region_3992,1002.46,830.45,701.61,506.0,141.95,26.28,3.0,30.9,186.61,562.72,362.96,965.45,YES,5320.39
region_3993,1119.51,779.87,491.93,327.31,129.0,33.89,3.38,6.77,417.59,228.1,693.4,963.5,YES,5194.25
region_3994,1057.53,989.82,717.41,421.89,78.47,79.29,39.65,18.6,420.49,497.45,579.64,621.61,YES,5521.849999999999
region_3995,865.35,1107.18,599.55,525.1,73.13,44.4,7.76,12.35,288.03,206.66,583.81,975.2,YES,5288.5199999999995
region_3996,998.29,908.89,620.82,507.18,95.6,55.47,32.76,6.87,479.9,397.31,661.82,931.89,YES,5696.8
region_3997,966.12,754.75,482.48,348.58,217.85,67.75,18.02,11.92,215.73,136.58,588.49,679.52,NO,4487.789999999999
region_3998,1090.95,1056.11,593.03,400.64,162.97,49.22,33.52,12.36,387.99,204.8,465.21,871.62,YES,5328.42
region_3999,1004.85,843.9,535.8,590.94,152.43,41.97,26.01,0.26,388.62,509.73,357.34,827.43,YES,5279.280000000001
region_4000,702.36,1177.73,736.72,375.19,84.43,25.85,59.43,3.52,201.25,313.46,231.5,901.41,YES,4812.85
region_4001,944.17,751.09,541.37,557.05,185.28,50.24,15.88,9.51,396.54,639.37,296.12,518.72,NO,4905.340000000001
region_4002,829.1,768.26,525.68,579.24,178.17,65.55,28.71,29.39,277.11,500.2,397.35,680.59,NO,4859.35
region_4003,978.25,1154.5,488.72,572.52,217.71,47.06,17.7,2.28,456.92,598.34,433.26,884.0,YES,5851.26
region_4004,809.87,844.87,554.72,560.84,168.74,73.11,4.02,30.02,383.42,353.05,307.4,684.47,NO,4774.530000000001
region_4005,990.1,787.72,576.4,398.73,184.59,59.37,39.92,11.83,221.38,674.39,494.93,505.27,NO,4944.630000000001
region_4006,1134.41,910.79,646.39,346.44,180.07,38.5,1.9,28.47,137.35,561.4,530.6,819.26,YES,5335.580000000001
region_4007,622.48,1133.25,650.42,469.54,103.43,22.15,19.37,27.16,123.8,677.1,270.74,947.53,YES,5066.969999999999
region_4008,756.74,1160.04,511.32,528.34,106.99,76.7,24.61,13.64,385.27,208.47,434.25,922.97,YES,5129.339999999999
region_4009,1194.33,756.36,715.09,588.07,236.99,57.79,6.34,2.1,464.82,446.71,779.05,969.57,YES,6217.22
region_4010,953.73,944.98,531.4,353.21,106.0,43.09,3.17,0.63,431.18,652.08,411.59,592.93,NO,5023.990000000001
region_4011,940.93,1017.96,592.06,581.73,97.54,52.61,22.81,5.12,316.4,611.77,280.94,813.9,YES,5333.7699999999995
region_4012,708.79,1182.89,543.42,374.98,105.48,51.71,11.64,16.46,413.32,358.0,231.32,784.66,YES,4782.67
region_4013,1027.26,948.0,516.04,555.44,191.24,29.48,33.68,12.53,383.68,433.14,614.49,953.71,YES,5698.6900000000005
region_4014,893.64,902.49,585.24,531.91,81.1,58.04,11.32,3.22,122.51,291.61,450.65,625.64,NO,4557.37
region_4015,907.13,837.24,469.65,461.79,73.49,24.06,25.63,13.02,289.43,413.72,383.85,699.82,NO,4598.83
region_4016,955.88,756.56,664.75,362.4,112.99,30.64,48.61,22.08,159.36,503.34,683.17,979.26,YES,5279.04
region_4017,1137.26,879.98,610.11,540.9,203.89,38.27,55.99,3.81,486.35,229.0,720.16,512.85,YES,5418.57
region_4018,674.4,799.2,589.93,543.02,91.14,20.74,12.64,15.57,399.13,275.32,349.94,955.62,NO,4726.65
region_4019,902.23,740.6,595.69,525.33,72.22,57.43,59.72,8.15,224.6,225.16,697.24,591.11,NO,4699.479999999999
region_4020,1004.84,879.85,517.4,536.91,221.33,34.82,15.25,11.09,428.2,449.49,263.12,826.63,YES,5188.93
region_4021,793.84,768.71,496.28,514.97,97.15,24.72,2.5,10.11,318.9,509.57,379.43,698.27,NO,4614.450000000001
region_4022,1112.17,771.21,721.31,569.52,217.78,50.23,2.84,16.19,192.3,603.15,631.84,831.95,YES,5720.490000000001
region_4023,620.17,1044.66,614.7,401.22,103.62,49.88,14.61,25.51,342.98,161.38,594.47,883.97,YES,4857.170000000001
region_4024,659.21,734.21,659.49,582.78,132.83,59.15,19.72,16.81,380.61,440.57,544.01,919.31,NO,5148.699999999999
region_4025,1124.32,701.05,607.9,486.2,199.28,63.62,13.67,7.26,421.12,241.25,429.64,596.37,NO,4891.68
region_4026,1013.07,1173.05,723.46,336.34,77.04,42.52,2.12,16.36,271.94,315.17,507.21,656.26,YES,5134.54
region_4027,889.63,971.46,725.47,337.6,142.92,57.66,35.8,15.65,178.02,245.61,496.88,564.14,NO,4660.840000000001
region_4028,793.22,1115.96,569.98,343.36,199.44,79.16,27.66,1.83,441.65,596.66,343.14,809.65,YES,5321.71
region_4029,917.51,1025.37,650.01,561.85,88.79,28.24,59.52,32.44,156.25,617.75,420.06,991.39,YES,5549.18
region_4030,669.18,715.02,493.91,541.7,76.83,69.15,59.16,0.22,494.56,568.96,487.62,963.13,NO,5139.44
region_4031,658.62,868.33,569.8,454.29,87.47,52.38,52.39,24.79,461.01,134.47,619.12,724.28,NO,4706.95
region_4032,939.35,1072.24,591.77,337.44,213.13,44.31,30.21,13.84,316.24,294.48,339.21,760.73,YES,4952.950000000001
region_4033,774.31,1140.88,672.95,496.2,93.11,67.87,33.48,13.36,307.82,388.42,565.66,736.57,YES,5290.63
region_4034,799.78,744.29,708.45,482.71,85.22,62.16,15.89,9.75,389.95,595.54,401.74,860.48,NO,5155.959999999999
region_4035,1097.74,1043.06,740.92,316.34,184.81,67.92,30.53,8.19,354.54,511.84,613.68,746.91,YES,5716.4800000000005
region_4036,1152.27,816.39,505.55,546.1,229.04,28.04,46.8,5.87,239.19,148.83,605.52,783.21,YES,5106.81
region_4037,912.15,706.18,533.53,418.43,170.84,23.26,39.06,31.56,411.14,325.54,776.44,593.45,NO,4941.579999999999
region_4038,1104.23,947.28,738.91,318.25,127.0,70.66,15.62,20.19,239.36,618.76,412.73,884.71,YES,5497.7
region_4039,800.24,967.99,551.97,398.09,233.56,28.97,1.86,30.82,425.91,654.96,445.97,877.52,NO,5417.860000000001
region_4040,958.88,839.8,733.33,395.39,223.44,38.48,14.32,10.92,394.71,418.05,477.43,830.93,NO,5335.68
region_4041,643.04,816.25,642.13,501.12,120.78,52.92,28.67,14.82,326.11,490.13,239.14,950.12,NO,4825.2300000000005
region_4042,940.12,846.77,498.48,566.57,151.86,57.77,54.47,7.88,156.67,294.84,494.27,596.62,NO,4666.320000000001
region_4043,667.91,932.19,526.83,595.87,206.47,54.18,54.26,21.94,418.54,647.71,251.44,895.8,NO,5273.139999999999
region_4044,838.88,986.75,665.7,541.61,144.68,51.21,22.97,33.45,148.56,613.87,523.16,941.58,YES,5512.419999999999
region_4045,1102.75,1093.32,579.47,371.41,178.52,64.38,17.83,30.37,150.55,512.75,372.25,674.79,YES,5148.39
region_4046,635.07,1042.35,550.47,390.33,99.56,31.43,6.35,33.01,491.3,266.78,337.52,694.59,NO,4578.76
region_4047,648.6,731.93,705.23,598.57,77.72,40.96,4.95,0.59,247.29,389.92,275.09,917.99,NO,4638.84
region_4048,666.95,822.12,513.4,494.58,103.72,59.39,51.73,4.43,233.28,294.83,772.27,860.89,NO,4877.59
region_4049,725.85,843.17,542.16,569.22,207.91,69.4,7.83,8.52,152.88,200.09,554.31,674.86,NO,4556.2
region_4050,810.95,921.48,717.24,482.36,88.0,55.08,34.51,30.42,450.66,390.8,658.1,712.5,NO,5352.1
region_4051,966.76,1113.21,704.32,551.25,205.08,73.15,12.76,3.31,124.22,198.24,756.81,813.36,YES,5522.47
region_4052,783.6,1076.12,477.81,547.31,82.82,24.45,37.79,5.77,289.8,228.47,611.01,584.99,YES,4749.94
region_4053,610.61,1074.1,701.28,543.65,112.48,57.39,35.16,21.96,294.63,639.54,754.25,851.11,YES,5696.159999999999
region_4054,1151.85,1114.47,540.66,463.64,237.16,31.59,35.87,24.14,211.71,318.24,560.03,740.65,YES,5430.009999999998
region_4055,699.06,1189.16,523.3,572.08,75.75,70.68,59.53,12.76,489.54,637.62,676.58,793.22,YES,5799.280000000001
region_4056,1063.52,967.57,536.93,351.99,217.98,74.41,16.28,25.22,368.91,457.47,238.96,923.9,YES,5243.139999999999
region_4057,784.08,730.04,623.62,421.41,136.68,21.89,4.39,32.79,207.53,277.02,422.85,703.68,NO,4365.98
region_4058,790.34,935.44,649.84,442.59,237.34,30.24,52.82,13.23,437.09,350.59,270.34,547.56,NO,4757.42
region_4059,913.45,1118.11,722.86,323.27,109.06,34.46,42.63,30.27,408.55,419.39,335.2,662.79,YES,5120.04
region_4060,885.89,990.39,664.88,459.13,191.52,31.4,30.9,21.66,207.34,582.89,564.21,970.26,YES,5600.47
region_4061,1018.9,720.05,612.26,529.47,239.84,66.24,16.29,7.57,296.96,385.34,419.62,893.98,NO,5206.52
region_4062,652.36,1151.24,498.46,484.9,73.58,57.67,10.62,6.21,243.82,524.37,362.43,843.21,YES,4908.87
region_4063,1061.46,750.41,478.54,427.32,171.33,51.84,4.91,10.37,496.95,408.8,540.23,905.88,YES,5308.04
region_4064,607.39,721.37,696.67,501.44,89.65,72.38,43.27,27.86,227.0,484.95,294.72,973.05,NO,4739.75
region_4065,793.7,816.41,621.98,391.97,206.18,48.29,10.48,29.59,490.42,221.09,645.29,752.02,NO,5027.42
region_4066,823.47,868.76,665.91,512.37,153.65,32.19,11.25,7.41,150.23,448.74,262.46,805.32,NO,4741.759999999999
region_4067,1173.9,1198.34,726.67,325.53,83.69,55.41,40.36,16.91,133.86,154.45,361.33,552.29,YES,4822.74
region_4068,1118.05,731.22,714.74,549.06,187.04,59.66,32.94,16.35,147.26,380.29,253.55,945.61,YES,5135.7699999999995
region_4069,712.83,1114.17,747.82,468.72,95.5,43.96,56.41,34.45,195.29,378.23,374.13,732.42,YES,4953.929999999999
region_4070,1176.52,1102.57,562.38,403.24,178.93,72.88,2.92,32.04,438.21,441.01,746.34,519.68,YES,5676.72
region_4071,674.17,1187.53,472.05,490.15,106.72,33.42,27.23,17.57,480.49,353.04,414.53,693.03,YES,4949.929999999999
region_4072,1100.0,1074.54,643.0,361.91,77.96,42.54,7.03,0.8,375.01,629.93,485.98,505.68,YES,5304.380000000001
region_4073,1074.49,746.88,713.23,333.5,238.87,22.93,9.85,5.68,195.49,562.45,489.57,935.09,YES,5328.029999999999
region_4074,739.29,829.68,546.09,592.21,147.87,29.49,47.85,2.64,410.52,320.32,502.88,620.26,NO,4789.099999999999
region_4075,963.36,1004.24,588.25,411.52,220.25,57.62,26.96,2.06,249.31,274.09,475.29,971.67,YES,5244.62
region_4076,1163.66,720.35,547.95,426.39,231.2,77.26,21.83,17.32,435.67,602.83,261.27,546.28,NO,5052.009999999999
region_4077,1006.69,1103.1,573.8,467.78,114.18,66.41,37.36,4.18,237.03,397.47,413.65,799.06,YES,5220.709999999999
region_4078,677.38,924.84,663.62,545.31,109.13,51.41,32.48,2.08,162.32,605.07,520.79,605.92,NO,4900.35
region_4079,739.99,728.55,649.22,364.07,128.27,37.01,11.21,26.94,405.46,698.23,499.72,669.32,NO,4957.990000000001
region_4080,1191.28,1087.59,572.88,332.89,75.81,68.1,50.52,19.03,186.55,434.0,318.05,617.29,YES,4953.99
region_4081,718.24,1045.43,468.01,560.85,90.81,64.7,29.49,32.97,222.55,426.97,480.69,565.45,NO,4706.159999999999
region_4082,1154.32,962.09,541.93,555.1,73.03,69.59,15.95,18.86,126.0,498.12,415.17,607.98,YES,5038.139999999999
region_4083,925.48,926.14,699.32,340.23,143.28,40.07,42.78,20.57,219.79,523.51,461.34,864.9,YES,5207.410000000001
region_4084,660.73,873.69,495.75,558.9,110.29,61.52,38.87,4.16,331.98,259.88,640.94,848.39,NO,4885.1
region_4085,923.84,1001.11,569.48,564.92,207.37,38.77,27.12,32.96,399.96,637.98,754.41,950.89,YES,6108.81
region_4086,952.41,1002.16,585.68,407.5,81.3,30.2,12.18,27.31,332.39,299.96,520.33,918.18,YES,5169.6
region_4087,872.95,715.66,514.41,506.6,157.6,34.59,47.8,0.86,385.07,398.3,382.46,627.08,NO,4643.380000000001
region_4088,1072.94,1041.5,493.95,418.74,74.99,59.99,47.32,21.84,252.99,679.77,752.85,604.41,YES,5521.290000000001
region_4089,913.49,943.94,460.99,474.99,70.21,48.35,36.21,26.35,483.83,672.4,780.74,927.09,YES,5838.589999999999
region_4090,903.5,801.35,580.74,455.4,239.27,52.81,49.32,3.09,293.51,398.58,241.03,734.1,NO,4752.700000000001
region_4091,1028.49,723.75,683.16,401.2,180.23,40.95,16.73,18.76,462.49,145.88,595.8,762.03,YES,5059.47
region_4092,661.02,840.43,475.29,553.25,101.39,57.06,55.04,30.54,174.36,660.4,351.7,561.29,NO,4521.7699999999995
region_4093,1144.09,1070.49,534.8,481.85,111.74,69.65,2.05,8.88,155.74,475.74,540.99,795.11,YES,5391.129999999999
region_4094,1090.32,1045.74,705.3,322.09,229.48,48.8,29.49,11.85,375.51,631.65,256.62,958.86,YES,5705.709999999999
region_4095,1041.74,953.59,638.22,468.27,131.12,24.55,50.18,12.08,368.88,299.56,383.78,599.71,YES,4971.68
region_4096,966.86,832.38,569.28,323.85,101.04,47.68,14.14,13.27,309.28,674.91,243.33,793.5,YES,4889.5199999999995
region_4097,1017.41,1147.15,741.96,496.5,128.28,32.16,18.12,15.92,351.66,263.59,285.98,594.28,YES,5093.009999999999
region_4098,748.95,984.61,632.02,570.55,100.55,53.9,55.58,17.8,230.97,412.37,242.31,725.98,NO,4775.59
region_4099,761.61,894.13,549.63,491.33,154.74,73.75,49.92,1.76,415.48,325.79,740.68,532.4,NO,4991.219999999999
region_4100,850.13,1090.61,604.35,401.56,179.38,68.69,58.18,7.49,178.69,254.16,755.25,674.27,YES,5122.76
region_4101,914.51,985.45,604.8,589.22,201.04,76.89,59.48,27.99,171.0,460.72,439.54,551.41,NO,5082.05
region_4102,1028.53,1176.29,609.29,529.32,102.73,49.65,14.44,24.0,136.86,136.75,771.81,611.44,YES,5191.110000000001
region_4103,778.56,1042.69,457.67,346.65,225.39,30.51,28.95,8.88,374.2,446.25,483.71,805.49,NO,5028.95
region_4104,1119.21,956.99,737.37,371.78,187.87,65.38,7.82,22.88,123.47,687.19,708.76,999.1,YES,5987.82
region_4105,610.13,1000.93,626.2,520.42,159.97,55.72,24.24,8.65,144.25,186.82,541.58,750.57,NO,4629.48
region_4106,677.85,998.89,510.57,426.96,191.92,42.12,31.18,4.27,129.76,696.45,252.19,915.36,YES,4877.5199999999995
region_4107,1161.63,1059.45,618.0,480.51,166.07,46.07,22.37,20.06,263.23,305.29,756.36,897.84,YES,5796.88
region_4108,1004.95,947.13,485.96,513.23,230.25,37.32,38.16,12.84,320.35,404.5,533.65,978.66,YES,5507.0
region_4109,1038.76,717.03,682.52,415.02,208.99,22.4,11.85,25.44,427.82,163.97,528.65,561.82,NO,4804.2699999999995
region_4110,702.75,1170.51,477.02,544.05,105.76,23.63,23.84,1.76,258.66,485.97,292.23,559.6,YES,4645.780000000001
region_4111,798.69,1182.0,641.21,596.05,192.49,79.18,56.03,0.53,230.19,582.3,751.05,969.0,YES,6078.72
region_4112,719.32,1092.61,703.64,401.31,118.97,28.23,22.6,1.25,269.15,632.25,679.41,591.54,YES,5260.28
region_4113,825.33,720.72,530.22,381.68,137.71,74.76,5.65,7.04,215.68,370.99,383.26,718.66,NO,4371.700000000001
region_4114,729.01,818.11,747.72,406.11,81.27,50.75,36.86,17.17,386.15,298.61,272.23,776.15,NO,4620.14
region_4115,703.68,794.28,518.05,337.6,177.89,57.95,52.26,4.66,127.44,677.96,446.58,933.63,NO,4831.98
region_4116,938.95,761.82,495.07,591.79,136.04,54.9,50.23,10.38,167.72,592.14,334.94,784.82,NO,4918.799999999999
region_4117,967.89,869.98,690.61,508.07,207.9,76.23,8.52,13.97,463.37,266.69,350.71,578.2,NO,5002.139999999999
region_4118,730.21,913.43,565.14,475.57,176.36,28.47,52.11,22.53,250.92,687.5,439.06,763.57,NO,5104.87
region_4119,764.95,908.92,597.53,534.28,84.99,29.31,1.81,8.49,395.7,599.66,231.67,507.78,NO,4665.089999999998
region_4120,858.55,848.18,614.95,527.22,202.86,56.06,20.54,33.43,415.53,138.09,424.23,691.22,NO,4830.8600000000015
region_4121,1046.61,1133.95,745.26,339.61,198.39,79.08,32.8,18.72,170.42,530.77,713.67,652.58,YES,5661.86
region_4122,649.02,757.52,606.88,338.55,150.28,45.29,44.41,6.76,274.29,452.7,378.53,693.11,NO,4397.34
region_4123,1044.62,1013.38,674.56,485.6,105.07,59.84,59.71,12.48,391.97,504.57,671.53,550.59,YES,5573.92
region_4124,1022.63,757.27,628.93,554.15,218.4,40.8,42.67,21.16,418.1,588.44,646.34,920.82,YES,5859.71
region_4125,1054.89,1077.08,540.29,362.02,78.59,37.85,12.68,8.08,427.08,166.92,589.08,587.35,YES,4941.910000000001
region_4126,1158.14,968.94,738.98,420.91,135.45,70.06,15.27,34.45,434.58,503.63,495.21,946.43,YES,5922.049999999999
region_4127,1028.89,943.55,748.24,589.02,199.78,70.62,30.78,5.5,176.59,419.22,453.85,859.48,YES,5525.52
region_4128,968.77,827.74,544.01,540.3,98.84,26.44,49.55,28.8,375.71,680.65,584.61,895.34,YES,5620.76
region_4129,843.57,1143.28,646.33,574.27,145.65,78.48,10.01,17.5,306.73,661.2,402.31,897.01,YES,5726.340000000001
region_4130,948.24,701.65,646.97,474.1,100.2,76.66,58.32,29.04,232.88,196.53,698.13,594.65,NO,4757.369999999999
region_4131,751.15,1169.15,675.34,316.73,79.53,47.46,38.98,25.55,402.91,568.62,676.37,818.28,YES,5570.070000000001
region_4132,1160.37,848.91,488.38,378.65,129.55,47.48,51.23,2.7,258.15,233.49,680.71,798.7,YES,5078.32
region_4133,902.88,868.91,512.77,401.56,123.5,69.35,16.33,25.99,335.28,634.06,743.22,723.03,NO,5356.879999999999
region_4134,888.14,933.66,543.81,574.7,189.54,45.84,55.17,32.93,203.29,267.36,657.21,992.0,YES,5383.65
region_4135,708.55,917.79,637.14,380.66,177.43,23.02,40.67,32.74,329.2,425.89,649.6,913.13,NO,5235.82
region_4136,907.95,1038.66,474.98,405.65,236.59,72.6,59.82,5.07,156.54,247.79,488.86,891.83,YES,4986.340000000001
region_4137,850.32,966.46,576.81,554.23,141.55,44.68,22.11,1.47,372.34,603.73,525.85,537.43,NO,5196.980000000001
region_4138,1152.42,1184.77,600.28,515.1,128.65,46.36,57.6,16.53,383.17,465.18,647.56,500.21,YES,5697.830000000001
region_4139,1051.84,720.67,579.98,378.41,105.34,72.57,50.93,31.46,409.75,403.94,262.45,800.41,NO,4867.75
region_4140,1006.03,1196.34,653.52,517.86,229.7,77.37,12.88,14.36,339.51,588.69,540.11,656.55,YES,5832.92
region_4141,931.78,861.05,694.4,518.3,150.07,72.77,6.76,14.12,236.55,651.2,289.62,655.2,NO,5081.82
region_4142,890.0,1098.5,639.79,559.71,233.79,47.17,34.74,34.81,344.68,465.96,387.81,534.75,NO,5271.71
region_4143,902.96,1061.32,590.95,432.78,195.14,64.95,30.05,27.96,159.17,587.61,606.58,617.98,YES,5277.450000000001
region_4144,603.4,1005.95,681.89,352.45,218.79,37.71,41.1,17.69,485.95,382.98,752.9,950.48,YES,5531.289999999999
region_4145,926.18,974.92,497.48,432.02,162.31,78.68,57.75,0.81,304.18,154.28,736.44,703.9,YES,5028.949999999999
region_4146,798.83,1047.96,725.92,563.33,142.37,22.08,26.9,5.51,335.2,388.38,248.79,766.21,YES,5071.4800000000005
region_4147,636.61,771.41,526.57,563.17,131.89,28.62,4.43,27.6,188.24,673.99,778.97,802.47,NO,5133.97
region_4148,1147.89,949.11,685.57,320.11,142.36,72.84,23.13,3.18,201.08,563.57,403.52,773.89,YES,5286.250000000001
region_4149,1124.97,1033.27,654.03,529.64,239.68,76.3,32.56,16.12,168.51,134.16,787.17,966.27,YES,5762.6799999999985
region_4150,634.38,1103.46,648.97,328.11,182.39,79.58,52.98,29.25,297.04,300.61,684.1,811.46,YES,5152.330000000001
region_4151,767.76,788.48,671.55,398.21,157.97,28.71,47.71,6.04,358.81,432.59,495.48,623.94,NO,4777.25
